Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description
J1,1,ZX_Spectrum_Connector_48K,ZX_EDGE,,,,tht,
X6,1,Ленинград-2 Expansion Bus,Leningrad_2_Expansion_Bus,,,,tht,Leningrad 2 Expansion Bus
